SubscriptionPlan,AgeGroup,Login,WatchTimeMinutes,ContentPreference,Location,HouseholdSize,PrimaryDevice,PaymentSubscriptionPlan,BillingCycle,IsAutoRenew,TenureDays,DaysSinceLastActivity,TotalLogins,TotalWatchTime,AvgWatchTime,LoginFrequency,ActivityRatio,Actual_Churned,LR_Churn_Probability,XGB_Churn_Probability,LR_Prediction,XGB_Prediction,Segment,SegmentName,Strategy,Offer,Channel
Standard,26-35,1,108,Sports,West,5,Smart TV,Standard,Quarterly,True,128,47,63,5058,55.582417582417584,0.4921875,1.3125,0,1.5311104300093704e-05,8.304449e-10,0,0,2,Medium Risk - Medium Value,Engagement boost,Personalized recommendations,In-app messages
Premium,36-50,0,0,Documentaries,Central,3,Smart TV,Premium,Quarterly,True,48,47,59,6954,76.41758241758242,1.2291666666666667,1.2291666666666667,0,0.3588409195167088,0.00014150563,0,0,0,Low Risk - High Value,Premium loyalty program,Exclusive content access,Personalized email
Basic,51+,0,0,TV Shows,Central,4,Web Browser,Basic,Monthly,True,71,62,43,1483,19.51315789473684,0.6056338028169014,0.6825396825396826,0,0.5929851998809367,0.0015566184,1,0,3,High Risk - High Value,VIP retention,1-on-1 account review,Phone call from account manager
Basic,36-50,0,0,Documentaries,East,3,Web Browser,Basic,Quarterly,True,72,47,46,1770,19.45054945054945,0.6388888888888888,0.9583333333333334,0,0.0620913448889025,6.8669906e-06,0,0,1,High Risk - Low Value,Win-back campaign,Limited-time discount,Push notifications
Basic,18-25,0,0,TV Shows,North,4,Smart TV,Basic,Quarterly,True,86,47,45,1505,16.53846153846154,0.5232558139534884,0.9375,0,0.0044636594723275,6.9333815e-08,0,0,1,High Risk - Low Value,Win-back campaign,Limited-time discount,Push notifications
Standard,51+,0,0,Documentaries,West,5,Smart TV,Standard,Annually,True,121,47,65,4903,53.87912087912088,0.5371900826446281,1.3541666666666667,0,1.7917706994883364e-05,6.4433875e-11,0,0,2,Medium Risk - Medium Value,Engagement boost,Personalized recommendations,In-app messages
Basic,26-35,0,0,Sports,North,4,Web Browser,Basic,Quarterly,True,49,47,45,1708,18.76923076923077,0.9183673469387756,0.9375,0,0.2292371674586667,0.0011451708,0,0,1,High Risk - Low Value,Win-back campaign,Limited-time discount,Push notifications
Standard,26-35,1,68,Documentaries,North,3,Mobile,Standard,Monthly,True,51,47,62,4806,52.81318681318681,1.2156862745098038,1.2916666666666667,0,0.1328682226951557,8.936161e-05,0,0,0,Low Risk - High Value,Premium loyalty program,Exclusive content access,Personalized email
Standard,36-50,0,0,Sports,North,3,Mobile,Standard,Annually,True,63,47,64,4880,53.62637362637363,1.0158730158730158,1.3333333333333333,0,0.0146354516320821,4.3273385e-06,0,0,0,Low Risk - High Value,Premium loyalty program,Exclusive content access,Personalized email
Basic,36-50,0,0,TV Shows,West,4,Web Browser,Basic,Monthly,True,79,47,39,1357,14.912087912087912,0.4936708860759494,0.8125,0,0.0319641439731994,9.9327664e-08,0,0,1,High Risk - Low Value,Win-back campaign,Limited-time discount,Push notifications
Basic,18-25,1,59,Documentaries,East,1,Tablet,Basic,Monthly,False,91,72,38,1419,21.5,0.4175824175824176,0.5205479452054794,0,0.7192857918636316,8.1001774e-05,1,0,3,High Risk - High Value,VIP retention,1-on-1 account review,Phone call from account manager
Basic,51+,1,23,Movies,North,2,Smart TV,Basic,Monthly,True,66,47,44,1426,15.67032967032967,0.6666666666666666,0.9166666666666666,0,0.0858475112893584,3.2320822e-06,0,0,1,High Risk - Low Value,Win-back campaign,Limited-time discount,Push notifications
Premium,36-50,1,140,TV Shows,West,3,Smart TV,Premium,Monthly,True,87,47,66,7507,82.49450549450549,0.7586206896551724,1.375,0,0.0062674220066456,1.20084005e-08,0,0,0,Low Risk - High Value,Premium loyalty program,Exclusive content access,Personalized email
Standard,26-35,0,0,Movies,Central,2,Smart TV,Standard,Annually,True,100,47,62,4607,50.62637362637363,0.62,1.2916666666666667,0,0.0003747005544887,1.3894482e-08,0,0,2,Medium Risk - Medium Value,Engagement boost,Personalized recommendations,In-app messages
Basic,36-50,0,0,Sports,East,5,Smart TV,Basic,Annually,True,81,47,36,1262,13.868131868131869,0.4444444444444444,0.75,0,0.0119755821708811,7.717622e-08,0,0,1,High Risk - Low Value,Win-back campaign,Limited-time discount,Push notifications
Basic,51+,0,0,Movies,Central,4,Mobile,Basic,Monthly,False,58,47,45,1457,16.01098901098901,0.7758620689655172,0.9375,0,0.1162946323725229,1.1507814e-05,0,0,1,High Risk - Low Value,Win-back campaign,Limited-time discount,Push notifications
Standard,26-35,1,101,Movies,North,4,Smart TV,Standard,Monthly,True,91,47,66,4556,50.06593406593407,0.7252747252747253,1.375,0,0.0011560821012471,9.356487e-09,0,0,2,Medium Risk - Medium Value,Engagement boost,Personalized recommendations,In-app messages
Standard,26-35,0,0,Documentaries,East,3,Tablet,Standard,Annually,True,109,47,67,5089,55.92307692307692,0.6146788990825688,1.3958333333333333,0,0.000172900960377,5.986192e-11,0,0,2,Medium Risk - Medium Value,Engagement boost,Personalized recommendations,In-app messages
Basic,51+,1,15,TV Shows,North,3,Web Browser,Basic,Monthly,False,114,57,34,1146,14.148148148148149,0.2982456140350877,0.5862068965517241,0,0.012687607686994,6.273581e-08,0,0,1,High Risk - Low Value,Win-back campaign,Limited-time discount,Push notifications
Basic,51+,0,0,Sports,Central,4,Mobile,Basic,Quarterly,True,124,47,50,1968,21.626373626373628,0.4032258064516129,1.0416666666666667,0,4.566798131067981e-05,6.099956e-10,0,0,1,High Risk - Low Value,Win-back campaign,Limited-time discount,Push notifications
Premium,51+,1,147,Sports,North,5,Smart TV,Premium,Monthly,True,130,47,63,7658,84.15384615384616,0.4846153846153846,1.3125,0,5.256508453651574e-05,5.265346e-10,0,0,2,Medium Risk - Medium Value,Engagement boost,Personalized recommendations,In-app messages
Standard,18-25,1,87,Sports,East,4,Web Browser,Standard,Quarterly,True,67,47,61,4198,46.13186813186813,0.9104477611940298,1.2708333333333333,0,0.0429054214648107,1.4472007e-06,0,0,0,Low Risk - High Value,Premium loyalty program,Exclusive content access,Personalized email
Standard,26-35,1,119,Movies,Central,3,Web Browser,Standard,Annually,True,87,47,65,5071,55.72527472527472,0.7471264367816092,1.3541666666666667,0,0.0034957924463807,7.7592155e-08,0,0,0,Low Risk - High Value,Premium loyalty program,Exclusive content access,Personalized email
Premium,26-35,1,151,Documentaries,East,2,Smart TV,Premium,Quarterly,True,102,47,64,8054,88.50549450549451,0.6274509803921569,1.3333333333333333,0,0.0021471903402323,1.9052278e-08,0,0,2,Medium Risk - Medium Value,Engagement boost,Personalized recommendations,In-app messages
Basic,18-25,0,0,Sports,Central,3,Web Browser,Basic,Annually,True,84,47,50,1946,21.384615384615383,0.5952380952380952,1.0416666666666667,0,0.004633773303873,4.432995e-07,0,0,1,High Risk - Low Value,Win-back campaign,Limited-time discount,Push notifications
Premium,18-25,1,111,Documentaries,North,4,Tablet,Premium,Quarterly,True,69,47,69,7974,87.62637362637362,1.0,1.4375,0,0.0524067629643482,2.0506375e-06,0,0,0,Low Risk - High Value,Premium loyalty program,Exclusive content access,Personalized email
Standard,18-25,0,0,Movies,East,1,Tablet,Standard,Monthly,False,126,57,53,3705,45.74074074074074,0.4206349206349206,0.913793103448276,0,0.0019934480263501,8.504063e-13,0,0,1,High Risk - Low Value,Win-back campaign,Limited-time discount,Push notifications
Basic,18-25,1,47,Movies,East,2,Mobile,Basic,Monthly,False,114,98,15,635,15.875,0.131578947368421,0.1515151515151515,0,0.8435001489446591,8.633343e-06,1,0,3,High Risk - High Value,VIP retention,1-on-1 account review,Phone call from account manager
Basic,26-35,0,0,Documentaries,East,1,Smart TV,Basic,Annually,True,71,47,46,1635,17.967032967032967,0.647887323943662,0.9583333333333334,0,0.0219978454010486,6.649815e-07,0,0,1,High Risk - Low Value,Win-back campaign,Limited-time discount,Push notifications
Premium,18-25,0,0,Movies,East,2,Mobile,Premium,Annually,True,101,47,65,8284,91.03296703296704,0.6435643564356436,1.3541666666666667,0,0.0011518064100267,1.25160895e-08,0,0,2,Medium Risk - Medium Value,Engagement boost,Personalized recommendations,In-app messages
Basic,51+,1,44,Movies,Central,4,Mobile,Basic,Monthly,False,124,47,45,1457,16.01098901098901,0.3629032258064516,0.9375,0,0.0001436802119344,2.6428595e-10,0,0,1,High Risk - Low Value,Win-back campaign,Limited-time discount,Push notifications
Basic,51+,0,0,TV Shows,Central,4,Web Browser,Basic,Monthly,True,56,47,50,1971,21.65934065934066,0.8928571428571429,1.0416666666666667,0,0.1681800070592798,1.8640721e-05,0,0,1,High Risk - Low Value,Win-back campaign,Limited-time discount,Push notifications
Standard,26-35,0,0,Movies,Central,2,Smart TV,Standard,Annually,True,48,47,62,4607,50.62637362637363,1.2916666666666667,1.2916666666666667,0,0.0905738805078235,4.954685e-05,0,0,0,Low Risk - High Value,Premium loyalty program,Exclusive content access,Personalized email
Basic,36-50,0,0,TV Shows,West,5,Smart TV,Basic,Quarterly,True,90,47,41,1523,16.736263736263737,0.4555555555555555,0.8541666666666666,0,0.0036564637818954,1.3044023e-08,0,0,1,High Risk - Low Value,Win-back campaign,Limited-time discount,Push notifications
Standard,36-50,1,117,Documentaries,Central,4,Mobile,Standard,Annually,True,97,47,65,5118,56.24175824175824,0.6701030927835051,1.3541666666666667,0,0.0008273422791047,1.8112113e-08,0,0,2,Medium Risk - Medium Value,Engagement boost,Personalized recommendations,In-app messages
Premium,18-25,0,0,Documentaries,East,4,Mobile,Premium,Annually,True,106,47,60,7302,80.24175824175825,0.5660377358490566,1.25,0,0.0006200312375815,9.881849e-10,0,0,2,Medium Risk - Medium Value,Engagement boost,Personalized recommendations,In-app messages
Premium,36-50,0,0,Movies,North,3,Smart TV,Premium,Quarterly,False,114,67,51,6184,87.09859154929578,0.4473684210526316,0.75,0,0.047603909608383,5.484458e-07,0,0,2,Medium Risk - Medium Value,Engagement boost,Personalized recommendations,In-app messages
Basic,18-25,0,0,TV Shows,West,5,Smart TV,Basic,Monthly,True,126,47,53,1670,18.35164835164835,0.4206349206349206,1.1041666666666667,0,2.0196196034676808e-05,1.0662976e-10,0,0,1,High Risk - Low Value,Win-back campaign,Limited-time discount,Push notifications
Premium,26-35,0,0,Sports,South,3,Mobile,Premium,Quarterly,True,64,47,61,7227,79.41758241758242,0.953125,1.2708333333333333,0,0.0381690647118904,2.6337648e-06,0,0,0,Low Risk - High Value,Premium loyalty program,Exclusive content access,Personalized email
Standard,18-25,1,42,Documentaries,West,2,Smart TV,Standard,Annually,True,50,47,61,4743,52.12087912087912,1.22,1.2708333333333333,0,0.1025272865511338,3.1470983e-05,0,0,0,Low Risk - High Value,Premium loyalty program,Exclusive content access,Personalized email
Premium,51+,1,154,TV Shows,North,1,Tablet,Premium,Monthly,True,82,47,66,8035,88.2967032967033,0.8048780487804879,1.375,0,0.0324890981672433,4.9947754e-08,0,0,0,Low Risk - High Value,Premium loyalty program,Exclusive content access,Personalized email
Premium,18-25,1,127,Documentaries,East,1,Mobile,Premium,Quarterly,False,129,90,33,3558,74.125,0.2558139534883721,0.3626373626373626,0,0.4222531062910936,9.0657724e-11,0,0,3,High Risk - High Value,VIP retention,1-on-1 account review,Phone call from account manager
Standard,26-35,1,69,Movies,North,4,Tablet,Standard,Monthly,True,72,47,56,4272,46.94505494505494,0.7777777777777778,1.1666666666666667,0,0.0387807949192913,3.956245e-08,0,0,0,Low Risk - High Value,Premium loyalty program,Exclusive content access,Personalized email
Premium,51+,0,0,TV Shows,North,1,Tablet,Premium,Monthly,True,68,47,66,8035,88.2967032967033,0.9705882352941176,1.375,0,0.0824274008007173,5.919208e-07,0,0,0,Low Risk - High Value,Premium loyalty program,Exclusive content access,Personalized email
Basic,18-25,1,41,Sports,Central,3,Web Browser,Basic,Annually,True,112,47,50,1946,21.384615384615383,0.4464285714285714,1.0416666666666667,0,0.0003206293409363,2.096708e-10,0,0,1,High Risk - Low Value,Win-back campaign,Limited-time discount,Push notifications
Basic,18-25,0,0,Movies,South,5,Smart TV,Basic,Monthly,True,100,47,47,1469,16.142857142857142,0.47,0.9791666666666666,0,0.0007240348100167,1.5708936e-08,0,0,1,High Risk - Low Value,Win-back campaign,Limited-time discount,Push notifications
Standard,36-50,0,0,Documentaries,West,1,Smart TV,Standard,Monthly,True,58,47,62,4625,50.82417582417583,1.0689655172413792,1.2916666666666667,0,0.0607873999215858,1.6205606e-05,0,0,0,Low Risk - High Value,Premium loyalty program,Exclusive content access,Personalized email
Standard,51+,1,72,Movies,North,1,Web Browser,Standard,Annually,True,81,47,65,4587,50.40659340659341,0.8024691358024691,1.3541666666666667,0,0.0075011259557248,5.4110025e-08,0,0,0,Low Risk - High Value,Premium loyalty program,Exclusive content access,Personalized email
Basic,26-35,0,0,Documentaries,North,3,Smart TV,Basic,Monthly,True,69,47,50,1785,19.615384615384617,0.7246376811594203,1.0416666666666667,0,0.0189136997330649,2.085071e-06,0,0,1,High Risk - Low Value,Win-back campaign,Limited-time discount,Push notifications
Basic,51+,1,36,Sports,South,5,Mobile,Basic,Annually,False,49,47,54,1872,20.571428571428573,1.1020408163265305,1.125,0,0.0648473937464214,4.1628922e-05,0,0,1,High Risk - Low Value,Win-back campaign,Limited-time discount,Push notifications
Standard,26-35,1,113,TV Shows,North,5,Smart TV,Standard,Quarterly,True,95,47,57,4465,49.06593406593407,0.6,1.1875,0,0.0014570322018353,2.0402796e-08,0,0,2,Medium Risk - Medium Value,Engagement boost,Personalized recommendations,In-app messages
Standard,26-35,0,0,Documentaries,South,5,Smart TV,Standard,Annually,True,100,47,65,4981,54.73626373626374,0.65,1.3541666666666667,0,0.0001691972112874,4.221975e-09,0,0,2,Medium Risk - Medium Value,Engagement boost,Personalized recommendations,In-app messages
Basic,18-25,0,0,Sports,East,3,Mobile,Basic,Monthly,True,71,47,54,1895,20.824175824175825,0.7605633802816901,1.125,0,0.0129060250257256,1.6264842e-06,0,0,1,High Risk - Low Value,Win-back campaign,Limited-time discount,Push notifications
Premium,18-25,1,163,Sports,North,4,Tablet,Premium,Monthly,False,128,59,57,7410,93.79746835443038,0.4453125,0.95,0,0.0041192667627116,2.7464048e-10,0,0,2,Medium Risk - Medium Value,Engagement boost,Personalized recommendations,In-app messages
Standard,18-25,0,0,TV Shows,Central,4,Smart TV,Standard,Monthly,True,94,47,61,4378,48.10989010989011,0.648936170212766,1.2708333333333333,0,0.0011618608690768,1.6474697e-08,0,0,2,Medium Risk - Medium Value,Engagement boost,Personalized recommendations,In-app messages
Basic,26-35,0,0,Movies,East,3,Tablet,Basic,Annually,True,102,47,42,1533,16.846153846153847,0.4117647058823529,0.875,0,0.0015694854034905,2.2029052e-09,0,0,1,High Risk - Low Value,Win-back campaign,Limited-time discount,Push notifications
Basic,26-35,1,47,TV Shows,East,2,Mobile,Basic,Monthly,True,130,47,49,1829,20.0989010989011,0.3769230769230769,1.0208333333333333,0,6.233168113120002e-05,3.5202827e-11,0,0,1,High Risk - Low Value,Win-back campaign,Limited-time discount,Push notifications
Basic,18-25,1,56,Sports,East,3,Mobile,Basic,Monthly,True,66,47,54,1895,20.824175824175825,0.8181818181818182,1.125,0,0.0327354071044583,4.1794433e-06,0,0,1,High Risk - Low Value,Win-back campaign,Limited-time discount,Push notifications
Premium,36-50,1,152,Movies,North,3,Smart TV,Premium,Quarterly,False,96,67,51,6184,87.09859154929578,0.53125,0.75,0,0.3781303946976846,3.8121678e-05,0,0,1,High Risk - Low Value,Win-back campaign,Limited-time discount,Push notifications
Basic,26-35,1,34,Documentaries,West,4,Smart TV,Basic,Quarterly,True,129,47,42,1340,14.725274725274724,0.3255813953488372,0.875,0,4.971630346696014e-05,5.152198e-11,0,0,1,High Risk - Low Value,Win-back campaign,Limited-time discount,Push notifications
Standard,26-35,1,33,Movies,South,1,Tablet,Standard,Monthly,True,114,47,61,4362,47.934065934065934,0.5350877192982456,1.2708333333333333,0,0.0003348828994624,1.9980644e-11,0,0,2,Medium Risk - Medium Value,Engagement boost,Personalized recommendations,In-app messages
Basic,51+,1,31,Movies,North,2,Smart TV,Basic,Monthly,True,64,47,44,1426,15.67032967032967,0.6875,0.9166666666666666,0,0.1052583440146891,2.3475761e-06,0,0,1,High Risk - Low Value,Win-back campaign,Limited-time discount,Push notifications
Standard,36-50,0,0,Movies,North,1,Mobile,Standard,Annually,True,126,47,59,4321,47.48351648351648,0.4682539682539682,1.2291666666666667,0,3.782786093724732e-05,1.1338886e-10,0,0,2,Medium Risk - Medium Value,Engagement boost,Personalized recommendations,In-app messages
Basic,26-35,1,44,TV Shows,West,1,Smart TV,Basic,Monthly,True,102,47,43,1396,15.34065934065934,0.4215686274509804,0.8958333333333334,0,0.0014562980581241,4.891786e-10,0,0,1,High Risk - Low Value,Win-back campaign,Limited-time discount,Push notifications
Basic,18-25,1,31,TV Shows,Central,2,Web Browser,Basic,Annually,True,122,47,43,1609,17.681318681318682,0.3524590163934426,0.8958333333333334,0,0.0002921723050576,1.8034325e-10,0,0,1,High Risk - Low Value,Win-back campaign,Limited-time discount,Push notifications
Standard,26-35,1,103,Documentaries,South,2,Smart TV,Standard,Annually,True,90,47,56,4249,46.69230769230769,0.6222222222222222,1.1666666666666667,0,0.0023102439012803,3.8354678e-08,0,0,0,Low Risk - High Value,Premium loyalty program,Exclusive content access,Personalized email
Basic,26-35,0,0,Movies,East,3,Smart TV,Basic,Annually,True,87,47,44,1561,17.153846153846153,0.5057471264367817,0.9166666666666666,0,0.0037056453643428,8.189705e-09,0,0,1,High Risk - Low Value,Win-back campaign,Limited-time discount,Push notifications
Standard,26-35,1,88,Movies,East,3,Smart TV,Standard,Monthly,True,52,47,64,4864,53.45054945054945,1.2307692307692308,1.3333333333333333,0,0.1312731889419215,0.00042529346,0,0,0,Low Risk - High Value,Premium loyalty program,Exclusive content access,Personalized email
Basic,18-25,0,0,Documentaries,North,5,Smart TV,Basic,Monthly,True,76,47,49,1608,17.67032967032967,0.6447368421052632,1.0208333333333333,0,0.0088364671760992,1.3336648e-07,0,0,1,High Risk - Low Value,Win-back campaign,Limited-time discount,Push notifications
Basic,36-50,1,39,Movies,East,4,Mobile,Basic,Annually,True,120,47,52,1765,19.395604395604398,0.4333333333333333,1.0833333333333333,0,8.993702753423076e-05,1.3468446e-10,0,0,1,High Risk - Low Value,Win-back campaign,Limited-time discount,Push notifications
